keyword,question,answer,url,source
고혈압,고혈압으로 진단받으면 반드시 정기적인 안과 검사를 받아야 하나요?,"대부분의 고혈압 망막병증 환자는 무증상으로 조기에 발견되지 않습니다. 하지만 망막 변화가 진행되면 시력이 떨어질 수도 있으므로, 적극적인 고혈압 치료가 필요하며 1년에 1-2회 정밀안저검사를 시행해야 합니다. 특히 급격히 시력이 저하되거나 심한 두통이 있을 때는 즉시 병원을 찾아야 합니다.고혈압 망막병증은 고혈압 약물요법으로 조절할 수 있습니다. 당뇨병이 동반된 경우에는 정기검사가 필수적입니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압 때문에 생기는 안과적 질환은 무엇이 있나요?,"고혈압은 눈에 영향을 미칩니다.가장 흔한 망막 혈관질환인 당뇨망막증은 잘 조절되지 않는 고혈압이 있으면 더욱 빨리 진행합니다.분지정맥 폐쇄, 중심 정맥 폐쇄 등 정맥 폐쇄질환과 중심 동맥 폐쇄, 분지동맥 폐쇄 등 심각한 시력저하를 일으키는 질환도 생길 수 있습니다.고혈압은 최근 증가하는 노인성 황반변성에도 위험인자가 될 수 있습니다.전신적으로 건강해야 눈도 건강할 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압 망막병증이 심해지면 시력을 완전히 잃을 수도 있나요?,고혈압과 당뇨병은 대표적인 실명의원인입니다.3단계 이후에도 적절한 혈압 조절과 안과적 치료를 받지 못하면 실명할 수 있습니다.,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,시력저하나 두통 외에 고혈압 망막병증을 의심해야 할 증상이 있나요?,"고혈압은 눈에만 영향을 주는 것이 아닙니다.전신 증상으로 호흡곤란, 흉통 등 심장 증상이 나타날 수 있고 죽상경화성 뇌혈관질환, 만성콩팥병과 관련된 증상도 동반될 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압 망막병증이 한쪽 눈에만 생길 수도 있나요?,"고혈압은 눈뿐만 아니라, 전신의 혈관에 영향을 미칠 수 있습니다. 따라서, 고혈압 망막병증은 대개 양쪽 눈에 동시에 비슷한 양상으로 나타납니다. 한쪽 눈에만 문제가 생긴 경우에는 다른 질환을 의심해야 합니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,식사는 마음껏 하고 운동을 열심히 하면 안 되나요?,"식사로 섭취한 칼로리를 운동으로 모두 소모하기는 어려우므로, 적절하게 식사를 조절하는 것이 중요합니다. 예를 들어 치즈케이크 한쪽을 먹으면 250칼로리를 섭취하게 되는데, 이를 운동으로 소모하려면 25분을 달려야 합니다. 또한 운동을 통해 체중을 줄일 수도 있으나, 식사로 많은 염분을 섭취하면 혈압이 높아지며 운동을 하면 순간적으로 더 높아질 수 있습니다. 그러므로 칼로리와 소금을 적절하게 섭취해야 운동의 효과를 높일 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,운동을 마친 후에 혈압이 더 올라갑니다. 왜 그렇습니까?,"운동을 하면 초기에 아드레날린의 분비가 많아져서 정상적으로 수축기 혈압이 높아집니다. 따라서 운동 직후에는 혈압이 더 올라갈 수 있습니다. 또한, 일어선 상태에서 운동을 하면 수축기 혈압은 점차 높아지고 이완기 혈압은 약간 낮아집니다. 혈압은 정상적으로 운동 후 20~50분이 지나면 점차 낮아지므로 운동 직후에 혈압을 측정하지 말고 충분하게 휴식을 취한 뒤에 측정해야 합니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,운동은 언제하는 것이 좋나요? 새벽 운동이 좋은가요?잠자기 몇 시간 전에 운동을 마치는 것이 좋습니까?,"운동의 강도에 따라 기준이 다릅니다만, 무리한 운동 후에 몸의 긴장이 완전히 풀리지 않으면 수면을 방해할 수 있으므로 잠들기 최소 1~3시간 전에 운동을 끝내는 것이 좋습니다. 몸이 완전하게 잠에서 깨어나지 않은 새벽에 운동을 하면 조금만 움직여도 무리가 되기 쉽습니다. 특히 추운 겨울철 새벽에 찬 공기에 갑자기 노출되면 혈관이 수축해 혈압이 갑자기 높아지고, 관상동맥이나 뇌졸중이 생길 수 있습니다. 따라서, 아침에 일어나서 잠에서 충분히 깬 후에 아침식사를 하고나 서 운동하거나, 인체 대사가 가장 활발한 오후나 초저녁에 식사 30분 이후에 운동하는 것이 가장 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,운동 전에 준비운동을 꼭 해야 하나요?,"준비운동은 근육의 긴장을 낮추고, 저항운동을 할 때 다치는 것을 막아주므로 꼭 필요합니다.가벼운 체조나 스트레칭을 5분 정도 하면 좋습니다. 특히 저항운동을 하기 전에 10분 정도 자전거를 타거나 가볍게 뛰어서 근육의 온도를 높여두면 부상을 막는 데 도움이 됩니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,나이가 들었더니 조금만 걸어도 피곤합니다.꼭 운동을 30분 이상 지속해야 합니까?,운동 중에 피로감을 빨리 느낀다면 운동시간을 나누어서 하는 것이 좋습니다. 예를 들면 30분 운동을 세 번에 나누어 걷기(10분) ?휴식?걷기(10분) ?휴식?걷기(10분) ?휴식 순서로 운동을 하는 것입니다. 운동 전후로 준비운동 과 정리운동을 시행해 근육의 피로감을 줄이고 혈액순환을 돕는 것이 좋습니다. 운동 후에 마사지와 가벼운 반신욕 등으로 피로감을 낮추는 것도 효과적인 방법입니다.,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,연령이 높은 사람은 근육운동보다 많이 걷는 것이 좋다고 하던데 정말 그렇습니까?,"연령이 높은 고혈압 환자에게는 일반적으로 부상 위험이 낮은 걷기운동을 가장 먼저 권합니다. 하지만 저항운동을 하지 않으면 근육이 감소해 운동능력이 떨어집니다. 꾸준하게 저항운동을 하면 근력 유지는 물론 혈압 조절에도 도움이 됩니다.특히, 들쭉날쭉하는 혈압의 변동성이 커지지 않게 하는데 도움이 됩니다. 따라서 걷기를 가장 먼저 권장하지만 저항운동, 근지구력 운동 및 유연성 운동을 골고루 하는 것이 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압 환자 가 운동할 때 어떤 증상이 나오면 멈춰야 하나요?,"운동을 할 때 가슴의 통증이 있거나 숨이 찰 때, 현기증, 관절이나 근육 통증이 있으면 운동을 중지하고 안정을 취해야 합니다. 특히 가슴 통증은 가까운 병원에 들러 반드시 검사를 받아보아야 합니다.다만, 본 운동을 한 후 갑자기 멈추면 어지러울 수 있으므로 약 5분 정도 정리운동을 하는 것이 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,온종일 노동을 해서 신체활동량이 많은 편입니다. 별도로 운동을 해야 하나요?,"비슷하게 보이지만 운동과 노동은 다릅니다. 노동은 칼로리 소모량은 많지만 동일한 근육과 관절을 과도하게 사용하므로 직업병이 생길 수 있고, 운동 효과가 나타나기 어렵습니다. 육체노동이 많다면 온몸의 근육을 풀어주는 운동을 권장합니다.가벼운 운동을 조금씩 해서 피로감과 스트레스를 해소하는 것이 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,"혈압 조절을 위해서 운동을 하는데, 물을 많이 마시는 것이 좋습니까?","운동을 할 때는 한꺼번에 물을 많이 마시는 것보다 자주 마시는 것이 좋습니다. 운동 전에 약 500mL의 물을 마시는 것이 권장되며, 운동 중이나 후에도 물을 충분히 마셔야 합니다. 특히 높은 온도에서 운동할 때에는 탈수의 우려가 있으니 물을 충분히 마시는 것이 중요합니다.시판되는 스포츠 음료는 전해질과 소량의 당분이 포함되어 있어 운동할 때 좋다고 선전합니다. 그러나 체내 흡수에는 물과 스포츠 음료가 별 차이가 없으므로 한 시간이내로 가벼운 운동을 한다면 어느 쪽을섭 취해도 문제가 없습니다. 오랫동안 운동을 한다면 수분과 함께 전해질과 당분을 공급하는 스포츠 음료가 더 나을 수 있습니다.다만 당분이 8% 이상 포함된 음료는 체내 흡수가 느리므로 피하는 것이 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압 환자는 근력운동을 하지 말라고 하던데 정말인가요?,"몸에 무리가 가지 않는 범위에서 저항운동을 병행하면 근육의 힘을 유지하고 혈압을 조절하는 데 도움이 됩니다. 하지만, 혈압이 잘 조절되지 않고 준비되지 않은 상태에서 무거운 아령이나 역기를 들거나 팔굽혀펴기 등의 근력운동을 무리하게 해서는 안 됩니다. 무거운 것을 힘들게 들어올리면 혈압이 급하게 높아질 수 있기 때문입니다. 특히 협심증이나 심근경색증, 망막증 같은 합병증이 있는 고혈압 환자는 저항운동 시 조심해야 합니다.무리한 저항운동을 하면 갑자기 심장에 무 리가 가서 쓰러질 위험이 있고, 망막증이 있는 환자는 망막의 혈관이 압력을 견디지 못하고 터질 수도 있습니다. 자신의 상태에 무리되지 않은 무게를 가지고 서서히 무게와 운동 횟수를 증가시켜 가는 것이 중요합니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압약은 먹다가 중단할 수 있나요?,"가정혈압과 활동 혈압을 측정해 백의 고혈압을 배제하고 확실히 고혈압을 진단받은 환자라면 임의로 약물을 끊어서는 안 됩니다.특히 중년을 넘었고, 단기간 혈압을 올릴 만한 원인(비만, 한약제, 진통제, 통증, 스트레스 등)이 없으며, 표적 장기 손상이 있다면 더욱 그렇습니다. 그러나 생활습관을 철저히 개선하면 한 가지 약제는 끊을 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,혈압약을 먹고 어지러운데 왜 그런가요?,여름철 탈수 상태에서는 일시적으로 혈압이 떨어질 수 있어 충분한 수분 섭취가 중요합니다. 특히 고혈압약제 중 베타차단제를 복용하는 경우 갑자기 일어설 때 어지러울 수 있으니 천천히 자세를 바꾸시기 바랍니다.,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,혈압약을 먹고 있는데도 평소 정상이던 혈압이 갑자기 높아지면 어떻게 하나요?,"정확한 방법으로 혈압을 측정해도 평소보다 높으면서 구역, 구토, 두통, 시야 흐려짐 등이 발생했다면 빨리 병원을 찾아야 합니다. 그런 증상이 없다면 30분~1시간 정도 심리적, 신체적으로 안정을 취한 뒤 다시 측정해 봅니다. 특히 불면, 스트레스, 과도한 활동, 폭음 등의 원인에 의해 일시적으로 혈압이 높아질 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,콩팥 기능이 감소한 만성콩팥병과 고혈압이 같이 있습니다. 목표혈압을 얼마로 조절해야 할까요?,"현재 만성콩팥병 진료지침에 따르면, 고혈압성 콩팥병 환자의 경우 130/80mmHg 미만을 목표로 제시합니다.-당뇨병이나 알부민뇨가 있다면 안 지오텐신 전환효소 억제제 혹은 안지오텐신ll 수용체 차단제 계열 항고혈압제를 우선 사용합니다.-최근 새로운 임상연구에서 수축기 혈압을 120mmHg 이하로 더 낮게 혈압을 조절할 경우, 심혈관계 질환 발생이나 사망률과 같은 주요 결과가 좋아진다는 결과가 보고되고 있어 향후 목표혈압은 더 낮게 변경될 여지가 있습니다.-또한 자가 혈압을 측정하면 더 낮은 목표 혈압으로 조절하는 데 도움이 된다는 연구결과가 있습니다.집에서 적절한 혈압 측정을 통해 본인의 혈압을 확인하고 관리하는 것이 권고됩니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,사구체 여과율은 무엇이고 어떻게 알 수 있나요?,"사구체 여과율이란 사구체가 노폐물을 제거하는 기능이 어느 정도인지를 평가하는 지표이며, 이를 통해 콩팥의 가장 중요한 기능인 노폐물 제거가 적절한지 알아볼 수 있습니다. 콩팥 기능이 저하되는 만성콩팥병을 진단하려면 사구체 여과율을 확인해 여과 기능의 저하 여부를 평가하는 것이 가장 중요합니다.-사구체 여과율을 계산하는 방법은 여러 가지가 있는데, 나이, 성별, 인종, 혈청 크레아티닌 수치를 대입하여 계산하는 추정사구체여과율이 많이 사용되고 있습니다. 대한신장학회에서 사구체 여과율 계산기를 지원하고 있으며 혈청 크레아티닌 수치와 관련 정보를 통해 사구체 여과율을 직접 구해볼 수 있습니다.-혈청 크레아티닌 수치와 추정사 구체여과율은 2년마다 진행하는 국가건강검진의 기본검사 항목으로 정해져 있어 정기적으로 건강검진을 받는 경우 본인의 콩팥 기능을 확인할 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,소변에 거품이 많습니다. 알부민뇨가 있는 걸까요?,"소변에 알부민 등의 단백질이 많이 있을 때 거품이 보일 수 있지만, 소변에 거품이 보인다고 모두 알부민뇨는 아닙니다. 정확한 원인을 찾기 위해 병원을 방문하시기 바랍니다.",https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do,국가건강정보포털
고혈압,고혈압의 원인은 무엇인가요?,"고혈압이란, 적절한 방법으로 측정한 평균 수축기 혈압이 140mmHg 이상이거나 이완기 혈압이 90mmHg 이상인 경우를 말합니다.고혈압은 복잡하고 다양한 원인에 의해 발생하는데 주요 원인은 유전적 요인, 흡연, 과도한 음주, 부적절한 식습관, 운동부족, 과도한 스트레스 등입니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
고혈압,20대의 젊은 나이에도 고혈압이 있을 수 있나요?,"국민건강영양조사 분석에 따르면, 우리나라 20세 이상 성인 중 28%, 즉 약 1,230만명이 고혈압이 있는 것으로 나타났습니다.고혈압 환자가 늘면서 몇 년 새 20~30대 젊은 환자도 크게 증가했습니다.2017년에 약 81만명이었던 20~30대 고혈압 환자는 2022년에 약 99만명으로 5년 새 22%가 증가했습니다. 이러한 증가는 과로, 스트레스, 서구식 식생활과 운동량 부족으로 인한 비만 유병률 증가 등 다양한 원인에 기인합니다. 젊은 사람 들은 자신이 고혈압이 있는지 잘 모르거나, 대수롭지 않게 여겨 치료를 소홀히 하는 경우가 많습니다. 하지만, 젊은 나이에 진단을 받으면 고혈압에 노출되는 기간이 훨씬 길어지기 때문에 합병증이 발생할 위험이 더 커집니다. 따라서 20~30대에 진단받은 고혈압은 더욱 철저하게 관리하여 합병증을 예방하는 것이 중요합니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
고혈압,고혈압을 예방하고 관리하려면 어떻게 해야 하나요?,"1) 식단 조절 소금 섭취를 하루 5g 이하(1작은 술)로 줄이기 위해 평소의 절반 정도로 싱겁게 먹습니다. 특히 밥을 국에 말아 먹거나 찌개에 비벼 먹지 않는 것이 좋습니다. 다양한 야채와 과일, 통곡물, 생선류, 견과류, 저지방 유제품을 골고루 섭취하며, 포화지방과 트랜스지방, 콜레스테롤 섭취를 제한합니다. 2) 체중관리 과 체중이나 비만일 경우 고혈압 발생 위험이 높아지지만, 체중을 줄이면 혈압을 낮출 수 있습니다. 3) 규칙적인 운동 빠른 걷 기, 수영, 사이클링 등의 유산소 운동을 한 번에 30~50분 동안, 주 5회 이상 규칙적으로 하는 것이 좋습니다. 4) 금연과 절주 금연하고 음주량을 줄이면 혈압을 낮추고 심혈관질환의 위험을 줄일 수 있습니다. 5) 스트레스 감소 스트레스를 받으면 근육 긴장도가 증가하고 심장 박동수가 증가하면서 혈압이 조절되지 않습니다. 명상, 깊은 호흡, 요가 또는 취미활동 등을 통해 스트레스를 관리하면 혈압을 낮출 수 있습니다. 6) 혈압 모니터링 과 정기검 진 규칙적으로 혈압을 측정하고 정기적인 검진을 받아 혈압상태를 지속해서 모니터링하며 필요한 조치를 취하는 것이 중요합니다. 7) 약물치료 생활습관 개선만으로 혈압조절이 어려울 때는 의사의 처방에 따라 약물치료를 시작할 수 있습니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
고혈압,집에서 혈압을 잴 때 주의할 점이 있나요?,"집에서 혈압을 잴 때는 검증된 위팔자동 혈압계를 사용하여 안정한 상태에서 올바른 방법으로 측정하는 것이 중요합니다. 등받이가 있는 의자에 등을 기대고 발을 바닥에 붙이고 최소 1~2분간 안정을 취한 후에 혈압을 재는 것이 표준적인 방법입니다. 혈압 측정 전 최소 30분 이상 흡연, 음주, 카페인 섭취를 피해야 합니다. 아침에는 기상 후 1시간 이내, 소변을 본 후, 아침식사와 고혈압 약 복용 전에 측정하고, 저녁에는 잠자리에 들기 전에 측정합니다.측정할 때는 두 번 이상 측정해 평균값을 사용합니다. 정기적인 병원 방문 전에 5~7일간의 혈압 측정 결과를 담당 의사와 공유하면 치료상담에 유용합니다. 가정혈압계로 혈압을 재면 134, 78, 67처럼 세 가지 숫자가 나타납니다. 여기서 첫 번째 숫자(134)는 수축기 혈압, 두 번째 숫자(78)는 이완기 혈압을 나타냅니다.세 번째 숫자(67)는 1분 동안의 맥박 수입니다. 측정 결과를 기록할 때는 0월 0일(오전 0시), 134-78(67), 오른팔(또는 왼팔 )과 같이 날짜, 시간, 사용한 팔도 함께 기록하는 것이 좋습니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
고혈압,고혈압약 복용 후 혈압이 정상인데 약을 중단할 수 있나요?,"고혈압을 진단받은 후 약물치료로 혈압이 정상 범위에 도달했다 하더라도, 의사와 상의 없이 약물 복용을 스스로 중단하는 것은 위험합니다.약을 중단하면 식습관 관리와 운동으로 철저히 관리하지 않는 한 대부분의 경우 혈압이 다시 올라갈 수 있기 때문입니다.고혈압을 치료하지 않고 그대로 두는 경우 10년 후에 평균적으로 약 10~15%에서 뇌졸중이나 심근경색증과 같은 심뇌혈관계 합병증이 발생할 수 있으므로 정기적인 검진과 적절한 치료가 꼭 필요합니다. 만약 매 일 아침에 먹던 고혈압약 복용을 잊어버렸다면 생각나는 즉시 약을 먹습니다.다만, 저녁 시간과 같이 너무 늦게 기억 났다면 그날 약은 건너뛰고, 다음날부터 정상적으로 계속 복용합니다.전날 약 복용을 잊었다고 다음날 두 배로 먹거나, 주변 사람의 약을 빌려 먹지 않도록 합니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
고혈압,고혈압약을 먹고 어지러운데 왜 그런가요?,"고혈압약을 먹는 경우 앉았다 갑자기 일어설 때나 식후에 어지러움을 느낄 수 있습니다. 또한 평소에 물을 잘 먹지 않거나 땀을 많이 흘려 탈수가 되었을 때도 어지러울 수 있습니다. 앉았다 일어날 때 천천히 자세를 바꾸고, 수분을 적절하게 섭취하여 어지러움을 예방할 수 있습니다. 증상이 지속될 때는 병원을 방문하여 치료 조정 여부에 대해 의사와 상담하는 것이 중요합니다.",https://health.kdca.go.kr/healthinfo/biz/health/ntcnInfo/healthSourc/thtimtCntnts/thtimtCntntsView.do,국가건강정보포털
